ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,ent_fac_dp,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,cca_sh_knob,mparwtr,qlmin,gwd_frc,fbcd,gwd_fsat,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,zhloc_depth_fac,par_mezcla,lambda_min_rp,dec_thres_cloud,dec_thres_cu,forced_cu_fac,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,m_ci,ai,x1r,ar,mp_dz_scal,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,param_cloud_hplus,ps_natl_dms_emiss,u10_max_coare,r0,rho_snow_fresh,tupp_io,f0_io,dz0v_dh_io,nl0_io,rootd_ft_io,psm
Experiment,,1,1,1147,1.481502413,2.159500546,1.711973486,0.648973682,0.204957661,0.204957661,0.144862388,0.001539384,0.000222022,1.925691841,7.151109016,1.310142431,0.769511594,5.015378294,38.75235782,0.258048815,0.558514055,0.067183974,0.248288601,0.16165138,0.430249874,114.7332997,0.139305414,0.069652707,0.469272463,0.000384632,1.855890188,10524.82532,0.719531732,0.193783469,0.469754116,0.018379496,0.306927338,0.496889034,0.759443337,1.465805978,0.728058187,0.410345886,1.304991023,4.96143616,0.852014263,4.996943752,1.699939966,18.51927545,47.23225598,80.52161917,34.21425706,0.83864526,0.122129704,0.072594798,1.869476084,1.485606644
Experiment,,1,1,1148,3.027037624,1.09189493,1.355669896,0.537505701,0.224122886,0.224122886,0.229160232,0.001883398,0.000351652,2.863801068,4.356177893,0.40488087,1.817645598,3.443979544,8.788184511,1.137891448,0.785410678,0.305368315,1.128535076,0.238100133,0.23191465,61.84390673,0.313525201,0.156762601,0.096337089,0.000469513,1.5871641,8680.712851,0.019393297,0.810856558,2.382172428,0.007356208,0.216792059,0.021864961,0.801632296,1.383328066,2.074744053,0.430034645,1.656305879,0.568826745,1.924004559,6.437339206,1.594413772,22.92396535,52.83171666,91.80848946,30.14619295,0.72735617,0.106506613,0.064037181,1.669488098,1.680687128
Experiment,,1,1,1149,1.480551577,1.689564213,0.654946681,0.757588248,0.276826924,0.276826924,0.323761182,0.001374573,0.000492159,2.6980058,2.42599068,0.75282434,0.305590632,2.848181773,10.50573216,0.951861313,0.537998566,0.237757992,0.878670839,0.200859071,0.132141549,35.2377463,0.239287198,0.119643599,0.738493556,0.000721895,1.116783172,34828.61048,0.977670045,0.865573619,0.755771088,0.024254993,0.18061932,0.568942176,0.658833474,0.772351763,1.383963998,0.324598564,1.484401699,1.38201662,1.217303701,6.008152475,1.79472337,20.10958712,55.2281544,112.9084322,39.67115056,0.782152488,0.122716103,0.018637954,4.272999164,1.513610781
Experiment,,1,1,1150,1.604025817,1.741388164,8.747917223,0.455213293,0.090163933,0.090163933,0.094459378,0.001785578,0.000203378,8.032583247,4.604237193,1.274325839,0.22278982,2.337032061,18.48820495,0.540885393,0.815209889,0.1537084,0.568052783,0.160563867,0.320950515,85.58680387,0.139774611,0.069887305,0.261442476,0.000782265,1.143589404,22762.86177,0.746892669,0.810792757,2.0648838,0.02049057,0.1730531,0.533496823,2.672251659,1.331621397,0.535854027,0.297546313,1.525086666,0.264765338,0.868069984,5.869296208,0.828446746,18.78474461,55.06215989,120.062082,32.27519091,0.877687136,0.015524523,0.089280872,2.082553507,1.019951342
Experiment,,1,1,1151,1.978769722,1.145934191,3.125470681,0.657694175,0.100140464,0.100140464,0.244751196,0.001358889,0.000313501,4.677608663,9.101531623,1.714676411,0.092264225,3.363872763,4.531482728,2.20678321,0.160265335,0.413173978,1.526947308,0.330296831,0.038532322,10.27528583,0.070997269,0.035498634,0.516147712,0.000870614,1.879972043,9331.704148,0.749202809,0.68120712,1.533049702,0.013545845,0.257112275,0.762746369,1.099090809,1.095041376,0.767059699,0.356963679,2.431617394,1.234507542,1.849931547,5.108075366,1.37261831,20.02914796,72.81280305,109.9604962,32.9002239,0.755348233,0.06610365,0.057558761,2.785432226,1.283613602
Experiment,,1,1,1152,1.662631134,1.447371939,6.967496714,0.490198383,0.293882467,0.293882467,0.086547884,0.001618315,0.000162837,8.02700641,4.801782102,0.351498836,1.12353364,2.980840414,10.49724867,0.952630571,0.623879033,0.045024153,0.16639361,0.41433818,0.356635456,95.1027883,0.066715697,0.033357848,0.449520414,0.000648557,1.925585546,8249.452633,0.454295626,0.29705897,1.743921687,0.011980029,0.355063239,0.760355619,1.044794273,1.020030583,0.441069563,0.183914967,2.239463058,3.158724394,1.078822327,6.400317026,1.837673415,15.44962672,67.78893951,96.00502225,35.81362747,0.722347515,0.030817849,0.015271869,2.55904714,1.644518761
Experiment,,1,1,1153,2.605574488,1.974318432,10.59183236,0.696206995,0.125606735,0.125606735,0.213437077,0.001567594,0.000436273,0.907785752,8.280292375,0.954069358,1.485136144,2.242850224,5.866379838,1.704628796,0.820862698,0.113653317,0.420023127,0.481896984,0.033617238,8.964596716,0.1476431,0.07382155,0.331502484,0.000153188,1.674640837,13723.99192,0.461536828,0.865734058,1.136968841,0.018724058,0.265880355,0.017608209,1.643985214,1.239235565,1.001829816,0.478631278,3.027629023,3.68072472,1.225954174,5.900470661,1.676545244,17.50981487,54.1623165,113.9838397,38.75589974,0.885232563,0.138269189,0.060491352,4.678246127,1.143907536
Experiment,,1,1,1154,1.690062905,0.887166643,6.567350146,0.805998008,0.297409849,0.297409849,0.183565939,0.001377763,0.000453232,5.272374988,2.115548688,1.232981859,1.08326227,3.768860402,15.69993748,0.636945211,0.521926254,0.162511441,0.600585761,0.355904031,0.083644025,22.3050732,0.088777583,0.044388791,0.44157594,0.000250893,1.685100173,32451.81042,0.225875828,0.860933369,1.072421084,0.0095274,0.22841026,0.635029416,1.458016732,1.028945722,0.792606353,0.252439453,1.289347355,0.950952973,0.778895041,5.388589266,1.831716966,23.46951549,50.363697,102.1174262,37.88258968,0.686089106,0.138660077,0.065605545,6.317857215,0.876124171
Experiment,,1,1,1155,2.235202856,1.627598025,4.864603328,0.859736377,0.286503429,0.286503429,0.371701596,0.001524695,0.000164939,3.131153416,1.148535812,1.650357858,1.129239896,2.409576666,7.776583308,1.285911769,0.080696024,0.124071773,0.458526116,0.475140383,0.132461017,35.32293784,0.05587707,0.027938535,0.799791795,0.000545603,1.055752158,26279.52894,0.182464804,0.569995811,1.528629351,0.018709111,0.266098297,0.195876421,1.446188091,0.770499043,2.436752559,0.466871552,2.80260989,1.153166369,1.92369265,6.220200324,1.590718475,14.86391824,41.28465308,101.9901355,32.74468417,0.960488447,0.078735025,0.077095868,4.214345621,1.215503812
Experiment,,1,1,1156,3.249347838,2.024118974,3.753951358,0.489644057,0.047321666,0.047321666,0.067184069,0.001111363,0.000233447,2.20708027,7.335801713,0.25350045,0.936601684,2.063211947,8.653963585,1.155539875,0.5606741,0.452071133,1.670697667,0.499047641,0.046433757,12.38233518,0.077944498,0.038972249,0.509377564,0.000355941,1.617684067,22631.78027,0.114260398,0.672844347,1.080272947,0.007681417,0.222490521,0.958090131,2.358870846,0.893476831,0.274396615,0.255583118,0.967978845,0.895950969,0.812978793,6.509847764,0.844989127,18.38755652,72.15178994,72.69633305,30.85912785,0.828405006,0.097981826,0.073195698,3.33230111,0.712017318
Experiment,,1,1,1157,1.590973485,1.088916288,9.93696667,0.800173685,0.099672066,0.099672066,0.422457689,0.001559654,0.000408852,3.625230086,3.558853857,0.521610582,1.411805124,5.075968731,19.4191027,0.514956852,0.780467272,0.059513478,0.219941115,0.84422405,0.274930588,73.31482358,0.27166179,0.135830895,0.434964389,0.00023535,1.592883989,23384.41179,0.785822471,0.266041951,1.152799663,0.015612086,0.162137525,0.035688692,1.429884719,1.347297822,2.204615528,0.409124391,2.913248254,1.585611268,1.242365886,5.518858981,1.397052432,14.51739972,65.49258332,95.44214488,40.48595072,0.767537825,0.056262258,0.04326234,2.636998181,1.183050345
Experiment,,1,1,1158,0.821602103,0.545619253,8.897073641,0.921518028,0.200552304,0.200552304,0.203080588,0.001396727,0.000248434,1.97911968,6.073009274,0.74916029,0.49098188,2.506625504,33.13279991,0.301815724,0.435529727,0.172792397,0.638580599,0.387410119,0.046171135,12.31230278,0.06607407,0.033037035,0.465404586,0.000394791,1.284589786,4243.783711,0.474495949,0.986810485,1.146525735,0.033718405,0.265175639,0.222326496,0.990685881,1.12273374,0.807873674,0.374602128,1.441210866,0.420310995,1.74037262,6.324245362,1.449122689,17.51063512,71.50682156,100.0197516,38.18096473,0.876106475,0.134913172,0.059939998,3.500413853,0.81530805
Experiment,,1,1,1159,1.546733674,2.106128753,0.861076373,0.582022987,0.370186183,0.370186183,0.38713977,0.001609762,0.000201309,3.664977905,3.701630194,0.540452586,1.347372043,4.289896488,11.67030702,0.856875486,0.249881151,0.247861524,0.916009978,0.53199264,0.193636542,51.63641115,0.143207762,0.071603881,0.739282985,0.000197089,1.39641211,8915.816498,0.418513234,0.552110231,0.720011936,0.027809654,0.336713307,0.692094283,0.629709278,0.817666227,1.875938508,0.64025911,0.753352812,2.14218308,1.47440432,5.203099634,0.929079289,22.96547552,50.77729687,106.2135546,34.05101484,0.696926983,0.100730298,0.082512495,5.465650354,1.618437769
Experiment,,1,1,1160,1.127648027,1.236800649,7.025433109,0.508138463,0.249391067,0.249391067,0.150642445,0.001509415,5.60E-05,5.754152431,1.840740579,0.232732881,0.8873095,3.914292481,27.28048676,0.366562374,0.299199761,0.18841741,0.69632521,0.546856215,0.393434336,104.915823,0.115597931,0.057798965,0.717957446,0.000611283,1.42236844,12897.18058,0.606204092,0.535800902,1.943715005,0.033770523,0.327179329,0.876899569,0.824324854,1.152139117,0.38117079,0.558562967,1.919667389,0.798155291,1.252396725,5.654992138,1.341013749,17.55025838,42.18906689,101.8763009,36.22943894,0.737346542,0.065868015,0.025807651,5.76913526,1.237372471
Experiment,,1,1,1161,0.085709982,1.430872464,10.77291623,0.429757853,0.142210445,0.142210445,0.076292981,0.001299987,0.000252887,1.183002359,0.410569655,1.354297852,0.156955041,3.514486852,14.96589492,0.668185902,0.347611955,0.158163727,0.58451812,0.488577836,0.239439986,63.85066303,0.188733631,0.094366815,0.390359542,0.00056081,1.039309555,30778.20853,0.264531527,0.25396618,1.005918714,0.033415741,0.134139161,0.717744152,1.6692853,1.130440569,0.427470187,0.169758642,0.474266602,0.657486498,1.714586498,6.104350711,1.226982447,20.01674203,49.94965911,104.2226841,40.11276408,0.74857434,0.094503703,0.076418439,3.806341048,1.508670782
Experiment,,1,1,1162,0.873894057,0.672058974,8.692260422,0.870150928,0.140206992,0.140206992,0.05971719,0.00138313,6.26E-05,2.36646173,3.803828064,1.091167656,0.143258255,3.527873212,28.6167933,0.349445163,0.560047288,0.249914554,0.923597264,0.52314894,0.392477972,104.6607925,0.044200562,0.022100281,0.894060709,0.000100127,1.254009636,5218.525776,0.474832812,0.211521848,0.947899391,0.037045154,0.239342398,0.358612067,2.138982554,0.981336371,0.956591276,0.281847226,3.072525641,1.577508315,1.136454744,6.237784373,1.003370132,22.88470073,50.56800105,104.1406071,29.04761389,0.707716232,0.123234565,0.042306136,4.479376844,1.045793118
Experiment,,1,1,1163,1.641551435,2.84594425,4.732175734,0.904292759,0.144779036,0.144779036,0.226761305,0.001038297,0.000417491,0.96944366,5.632251473,0.365240947,1.157663722,4.453186124,17.63474176,0.567062457,0.686845381,0.175814302,0.649748507,0.102753748,0.111939797,29.8506126,0.117326762,0.058663381,0.417880939,0.000123184,1.889151794,5332.903215,0.361467496,0.009218159,1.686318975,0.023384932,0.182527742,0.396006111,0.97596301,0.992869112,0.291360075,0.470765275,0.537828701,2.185285264,1.359694069,6.349270986,1.256916625,16.99172694,64.06814702,91.05174004,40.44709973,0.705791199,0.051688125,0.080348558,5.516537971,0.861530665
Experiment,,1,1,1164,3.805001139,2.745090956,3.310578765,0.802893377,0.447073413,0.447073413,0.26497036,0.001278603,0.00028235,1.851649416,6.801452671,0.408895362,1.984062597,2.763949538,13.15021724,0.760443711,0.740051197,0.253845692,0.938125384,0.442899464,0.175566042,46.81761109,0.109191817,0.054595908,0.35794804,0.000496258,1.284564123,10234.24165,0.399250458,0.810780183,1.31241306,0.020317065,0.171457915,0.769204985,1.71026945,1.073055458,0.638752651,0.173687175,3.419829779,2.803294687,1.549109392,6.575207135,1.746213549,21.56736224,52.5820796,89.79825107,29.51462977,0.838928581,0.119669141,0.024405001,3.734533581,1.055495367
Experiment,,1,1,1165,1.1204341,0.347933141,8.725150106,0.509867471,0.418446043,0.418446043,0.184517847,0.001194306,0.000352707,1.794071313,7.851947044,1.257900836,1.370275643,3.374635323,38.3059796,0.261055848,0.19792422,0.21680452,0.801234095,0.433949964,0.026204986,6.987996223,0.06141769,0.030708845,0.54881899,0.000137881,1.732030314,9769.679876,0.580491851,0.61071906,0.620572014,0.035167589,0.381209995,0.192323766,0.873888424,0.950136447,0.99011629,0.320079435,1.138239963,1.334941237,1.117726936,5.434976405,1.877391463,15.00105727,54.1028879,114.9767239,26.79532832,0.780774248,0.062432377,0.036320802,5.896958745,1.553531166
Experiment,,1,1,1166,2.265127888,0.431922743,4.814817353,0.647586593,0.230138539,0.230138539,0.350974786,0.001481957,0.000314471,1.877043835,7.648338441,1.653997675,0.376423018,4.11086961,40.66341028,0.245921332,0.59727366,0.399256783,1.475514197,0.267021982,0.225929225,60.24779333,0.129065094,0.064532547,0.164144138,0.000267697,1.182206326,5121.041997,0.828750144,0.396093078,1.076433323,0.020532303,0.191713454,0.189614381,1.244245308,0.880546775,2.274658452,0.261442068,1.962671107,0.447435243,1.155812338,5.765205289,1.681317955,21.98141457,67.86382524,114.2822254,33.01847877,0.71666204,0.098492404,0.034892169,3.863159152,1.534119829
Experiment,,1,1,1167,2.775652007,1.773122577,8.041806754,0.8647322,0.184758808,0.184758808,0.223763434,0.001051505,0.000432284,1.123618469,3.517907641,1.5197848,1.49792061,3.48510243,27.81838764,0.359474464,0.456778714,0.144723763,0.534848689,0.340950545,0.084324058,22.48641536,0.13987693,0.069938465,0.290238184,0.000137454,1.446528873,30244.07277,0.224140495,0.758659964,0.999098264,0.029862742,0.2815733,0.693122212,1.68933791,0.916436145,3.542366495,0.310051448,1.615176381,1.584893084,1.917884066,5.441900161,1.273146946,17.40338871,55.06833727,103.389518,33.71941203,0.810389047,0.037536397,0.045776965,0.76318065,1.200331479
Experiment,,1,1,1168,3.62088268,0.430459174,7.542519447,0.508821707,0.329633724,0.329633724,0.165698185,0.001329696,0.000134673,7.943259417,0.166071272,0.193727695,0.515824843,6.034279666,15.37502543,0.650405428,0.524694652,0.226349922,0.836510581,0.41046655,0.223586641,59.62310429,0.058042635,0.029021318,0.38775841,0.00039363,1.193734292,6081.685841,0.002337661,0.344143639,0.810906878,0.027407978,0.257937596,0.211968292,3.042143322,1.158108359,0.499982348,0.499299803,2.186740215,0.585483781,1.277964481,5.998224422,0.921262302,21.95128209,48.99345258,107.7598721,31.62422309,0.815835952,0.122890925,0.063418836,4.935289331,1.002080275
Experiment,,1,1,1169,0.541930091,2.072636791,3.61382194,0.86199941,0.351857652,0.351857652,0.125495215,0.00118889,0.00040299,1.705634613,5.199677588,1.454876049,0.81763041,5.408940682,9.276919874,1.077943987,0.674285615,0.317043608,1.171682901,0.747514661,0.104251703,27.80045412,0.061739277,0.030869639,0.814469309,4.16E-05,1.356850223,6430.005082,0.453424079,0.667978271,0.342749247,0.021842023,0.301612212,0.65696323,1.64768098,0.963198212,1.356395908,0.348920947,1.408308794,3.94075346,1.363609857,5.430231471,1.829072505,18.6918653,49.16143586,109.0324824,35.70817133,0.688256294,0.077433755,0.104083929,0.872259483,1.517892606
Experiment,,1,1,1170,2.423098648,0.514674578,8.634661091,0.441920908,0.236894148,0.236894148,0.192837789,0.001297678,0.000479911,5.090708685,3.634481407,1.071186577,0.282065935,4.490021453,29.07817666,0.343900517,0.722183079,0.191681767,0.708389138,0.624083879,0.091019854,24.27196118,0.245928138,0.122964069,0.10327742,0.000681118,1.047825826,10842.85619,0.822234365,0.995595758,2.030082752,0.018226987,0.259063901,0.811418945,1.432725737,0.875698948,1.644136237,0.25770294,2.386294595,1.024910356,1.869380339,6.051980164,1.263875128,23.26585254,49.55268353,106.3260184,36.35668253,0.834630014,0.038742154,0.037908051,3.19249073,0.956061925
Experiment,,1,1,1171,2.528442681,1.149115692,8.415590614,0.406296015,0.021091244,0.021091244,0.298740855,0.001374159,0.00032789,4.618961089,7.885625032,0.266726263,0.233505243,3.986136509,26.22047181,0.381381391,0.423399257,0.445677436,1.647068784,0.353461405,0.03232166,8.619109425,0.122609588,0.061304794,0.22489811,0.000190919,1.928891424,3659.732912,0.027327582,0.708793641,1.664858418,0.008913655,0.183957855,0.129650175,0.774378059,1.060859284,0.290535,0.278264054,2.228024809,1.121860831,1.501727792,6.017454301,1.330774777,21.95092781,62.54713076,115.0870341,35.22412852,0.689113189,0.101010285,0.024969771,2.758582556,1.249643523
Experiment,,1,1,1172,2.371071702,1.025889808,8.019624024,0.361321629,0.211359579,0.211359579,0.209510003,0.001688796,0.000180717,5.229423125,0.95538296,1.821963167,0.058414874,5.9279083,6.409241115,1.560247121,0.098807072,0.105648693,0.390440822,0.524904817,0.072189059,19.25041572,0.07602245,0.038011225,0.906644666,0.000388489,1.538766444,34405.96716,0.254037735,0.261245801,1.444999074,0.054989584,0.1617528,0.02141883,0.891601093,0.845020078,0.878591893,0.392156481,0.659700105,2.647338101,1.480881286,5.493758862,1.692534914,15.39216362,53.11818741,105.7493685,31.86303475,0.783070738,0.108793945,0.074842793,5.407103495,1.378395581
Experiment,,1,1,1173,1.24789824,1.59968486,8.309740034,0.709632377,0.218058412,0.218058412,0.299394681,0.001199093,0.000425896,2.200119583,6.524074231,1.571080178,0.455034605,3.150650524,28.84112257,0.346727142,0.327509025,0.150561542,0.556423092,0.46136191,0.074560362,19.88276313,0.058940312,0.029470156,0.436019872,0.000797149,1.264897322,28913.76985,0.273343293,0.161749699,2.304916888,0.014675223,0.320697457,0.429959301,2.530096017,1.077101303,0.340419871,0.420927327,2.467694543,2.081966163,0.786975242,6.562481014,1.751241842,21.48962405,46.71560568,97.85018588,31.28926923,0.79949539,0.058747047,0.047229844,0.873132846,1.140590779
Experiment,,1,1,1174,1.879236793,1.298435945,9.629248299,0.795982124,0.05525817,0.05525817,0.308260042,0.001138687,0.000454803,0.672325591,4.064639516,0.668555325,0.153259566,2.350803067,13.68758758,0.730588933,0.434863779,0.31786417,1.174715409,0.668119357,0.248607337,66.29528995,0.052937436,0.026468718,0.294334273,0.000449755,1.792788329,22828.48903,0.901977712,0.557735996,1.214698074,0.019541244,0.230138992,0.856524547,0.849487413,0.818161761,0.697423345,0.294353471,1.453831224,0.935343087,1.705690033,5.599422871,1.162576476,16.69492859,50.43973024,88.29614024,40.34487444,0.815765839,0.056856962,0.032651336,4.939579777,1.684799856
Experiment,,1,1,1175,0.939789547,0.881432768,5.815365856,0.826027192,0.235306873,0.235306873,0.128399237,0.001255618,0.000160365,3.711646654,8.074933783,0.318422577,0.245503677,5.521290168,5.145161221,1.943573694,0.099097395,0.17116691,0.632573361,0.787471037,0.136695649,36.45217309,0.086831819,0.04341591,0.657894496,0.000202513,1.471276042,9619.946894,0.912383065,0.097780637,2.953469857,0.02128128,0.435229596,0.740342036,2.03715454,1.371432239,2.111279191,0.490256972,2.390252087,1.328757922,1.887911269,5.541541296,1.663398622,23.33616269,60.70195849,103.4836167,35.32627209,0.738633816,0.152523252,0.063906911,3.813102932,1.363511028
Experiment,,1,1,1176,0.727699132,2.521301,1.833898641,0.8013456,0.167241416,0.167241416,0.270378756,0.00118983,0.000475994,8.758167078,8.341947605,0.837854842,1.588265862,1.345816197,12.97981222,0.77042717,0.440928652,0.099761274,0.368682968,0.407896481,0.084144254,22.43846768,0.042052614,0.021026307,0.660370595,0.000728912,1.04518951,6472.666772,0.618066924,0.433959612,0.900678402,0.025644525,0.188372149,0.277693632,2.263833885,1.294878238,2.905013807,0.32227579,1.850303896,1.804710713,1.66256735,5.608494726,1.542336522,21.16883534,58.45889672,113.2292369,30.5827713,0.803846095,0.079390201,0.043880415,0.867006033,0.857281354
Experiment,,1,1,1177,0.513519626,2.293310941,10.34254325,0.913836208,0.361929829,0.361929829,0.124230138,0.001038313,0.000456236,7.866634678,3.432950056,0.839895474,0.864674897,4.886309313,44.54456089,0.2244943,0.794926488,0.316783585,1.170721944,0.718667478,0.332290106,88.61069497,0.16733211,0.083666055,0.697754522,0.000509212,1.866970603,14041.04112,0.887996024,0.578300957,1.399554928,0.046528945,0.251475789,0.099401551,0.776882434,1.178353721,0.638197717,0.412055979,2.743715719,0.397270582,1.037303889,6.024710974,1.13940801,18.73542612,56.92543757,100.2163843,30.25302465,0.882879853,0.08222596,0.017119494,6.975057282,1.088634557
Experiment,,1,1,1178,1.887138458,1.387525155,2.361713874,0.662190862,0.110813054,0.110813054,0.276801359,0.001129307,6.17E-05,2.588593023,1.048611242,1.414438276,0.965968428,2.097691996,7.074589123,1.413509651,0.364866053,0.322413127,1.191526774,0.276684382,0.095281574,25.40841975,0.11689286,0.05844643,0.585991933,0.000512016,1.222450883,30453.84331,0.657006302,0.351439706,1.147533812,0.021816326,0.244545502,0.980451616,1.948793751,1.238767945,0.426053938,0.437254355,1.028654501,2.161313635,1.265448503,6.558726416,1.064684979,18.63628464,64.74526427,121.1461741,29.81315136,0.807806784,0.09344401,0.024724054,3.096003861,1.20452305
Experiment,,1,1,1179,1.198835511,0.284689123,7.189204562,0.564150095,0.141300867,0.141300867,0.26298389,0.001080972,0.000432665,4.568438385,5.74130475,1.210336182,1.651138776,5.422634528,16.09058386,0.621481488,0.251251281,0.13359132,0.493707052,0.536709393,0.205623057,54.83281532,0.14820598,0.07410299,0.596029353,0.000734485,1.502392231,15321.00604,0.828078158,0.814700318,1.137946386,0.017414189,0.174377811,0.575099904,3.137224082,0.820445577,0.415872914,0.492460111,2.333682593,1.728189145,1.820811186,6.533075427,1.698819952,16.70941312,48.00392383,72.85998365,26.64534218,0.842988516,0.018884894,0.037583697,2.151086794,1.144488514
Experiment,,1,1,1180,1.268157118,2.326996963,10.39435154,0.421840391,0.047117431,0.047117431,0.127089532,0.00131317,0.000135459,2.168864658,7.547628236,0.360124196,0.159688876,3.559417497,24.87915683,0.401942882,0.792699805,0.049135513,0.181587767,0.426365472,0.107580896,28.68823905,0.15193085,0.075965425,0.213036184,0.000263656,1.91534042,15764.80946,0.293894527,0.441955658,1.178919195,0.043990165,0.247319397,0.88320013,0.857676026,0.886104318,1.025794396,0.422821414,2.950578969,0.754272565,0.702198608,6.024146145,1.562030023,22.93058887,46.91790639,112.9041421,38.50532449,0.885880003,0.121084037,0.08754629,4.927919974,1.250137042
Experiment,,1,1,1181,3.076147299,0.887846147,0.981236362,0.707607551,0.367724483,0.367724483,0.148720978,0.001072971,0.000443154,6.555615295,7.382423451,0.463273628,0.597243322,5.178274958,28.77877474,0.34747831,0.653663095,0.212496104,0.785311689,0.786705428,0.23608101,62.95493588,0.133767504,0.066883752,0.582759748,0.000585509,1.165477857,9501.752943,0.826633466,0.339640489,2.232360538,0.012320674,0.152947955,0.190321526,1.850057899,0.940488326,2.465864047,0.359292343,0.56357366,0.955194441,1.590506185,5.992922291,1.176192045,20.03170839,50.0498293,116.9774172,39.60879897,0.853934279,0.060209699,0.037255176,3.456020318,1.267501262
Experiment,,1,1,1182,1.436365469,1.117090999,4.498200258,0.699002961,0.110752397,0.110752397,0.2642151,0.001041563,0.000185547,4.92343667,1.356862886,0.624667501,0.18866034,3.676219623,16.62236177,0.601599228,0.265621231,0.253946169,0.938496712,0.256076053,0.161468717,43.05832462,0.138595497,0.069297748,0.351503141,0.000662371,1.77796744,5092.97944,0.399806403,0.709165801,0.483662108,0.014257152,0.400672374,0.198802078,2.149588325,1.004911968,0.586211356,0.303268954,1.769576428,2.805850735,1.368696976,6.677996762,1.721892662,22.28476143,52.29532058,120.028703,35.3329938,0.853361291,0.135522361,0.045576779,5.558009079,0.99642521
Experiment,,1,1,1183,3.302565303,2.352859867,5.094831489,0.816701129,0.18067255,0.18067255,0.449014304,0.001566422,0.00024051,1.211705058,3.025125155,0.649357459,0.806989134,2.4305571,14.91716271,0.670368769,0.299710611,0.380731051,1.407049536,0.069777274,0.316507083,84.4018889,0.15496579,0.077482895,0.450388263,8.97E-05,1.451384753,4760.042107,0.810181808,0.724537479,1.711944169,0.035223686,0.293538117,0.874110431,1.003119939,0.672228571,0.458035657,0.632934636,2.576396872,1.411759905,0.964123654,5.826202837,1.915159549,22.16478203,54.51904544,82.80053506,31.10321152,0.848597883,0.148052845,0.03458539,1.379142789,0.764442943
Experiment,,1,1,1184,3.083580425,1.636813376,8.639321373,0.687778794,0.07041826,0.07041826,0.163153358,0.001636379,0.00033445,4.293535471,7.625787747,0.393943671,1.276625722,2.400877689,21.26714374,0.470208887,0.366796263,0.171293526,0.633041292,0.955233968,0.188298299,50.21287986,0.122320928,0.061160464,0.522414983,0.000628407,1.981723654,24187.95019,0.630365736,0.443112176,1.187825099,0.041007888,0.309755848,0.72834151,1.885953199,1.031048154,0.501054108,0.371370109,3.496900821,0.960386574,1.321198759,5.616217134,1.846400798,17.82380041,50.86668135,113.6208103,35.67280207,0.829915029,0.039091959,0.041227247,1.016507229,1.422210677
Experiment,,1,1,1185,3.755588405,1.154947519,1.013999081,0.694684689,0.216364027,0.216364027,0.053882068,0.001019985,0.000284856,1.054168966,5.075699894,1.564554178,0.50200024,3.783223451,4.075315247,2.453797901,0.282850199,0.19822056,0.732554242,0.138848406,0.260592683,69.49138218,0.159529499,0.07976475,0.448464398,0.000540352,1.367891774,19382.29174,0.690669646,0.618816534,1.168799235,0.034993066,0.241439522,0.069898219,2.752103718,0.863201451,0.459609835,0.358270047,1.341655003,1.346032441,0.900536371,5.556889967,1.036702761,22.53549599,54.30546077,93.76920207,36.58238509,0.840865901,0.023996047,0.030912277,3.409668789,1.943838624
Experiment,,1,1,1186,1.376425127,1.91635589,11.508335,0.856037379,0.378744691,0.378744691,0.238584137,0.00163679,0.000443338,1.034916276,4.746009428,0.390060526,0.313342377,4.14584779,16.81972167,0.594540159,0.491017334,0.26256915,0.970364251,0.237973024,0.048703896,12.98770548,0.142470097,0.071235049,0.469938683,0.000463145,1.606932471,15885.72433,0.275850872,0.857349069,0.867866038,0.007667821,0.16127541,0.021802481,1.483364405,1.413696479,0.479828133,0.442305325,1.42053488,1.599419806,1.619218734,5.95912512,1.065730844,19.63974473,53.9783273,111.0650458,31.84101399,0.790894284,0.116825129,0.079285163,3.443086044,1.799854279
Experiment,,1,1,1187,1.372305394,1.527134643,5.483224578,0.563262178,0.284800186,0.284800186,0.139835026,0.001333156,0.000354009,7.300325895,2.679721102,1.517914569,1.245837961,1.630897362,23.55698055,0.424502622,0.500120025,0.175179865,0.64740385,0.119184563,0.149455038,39.85467673,0.070718179,0.03535909,0.500806511,0.000426643,1.364956923,21636.80452,0.256223375,0.149571768,1.231039766,0.016232081,0.278081862,0.57547523,3.589894917,0.891473794,1.820615416,0.611191866,1.131611656,0.664552067,1.413338189,5.304812486,1.579427224,17.35429527,51.89402628,105.1395615,33.45048148,0.80579203,0.137789473,0.045996462,5.860508966,1.179497479
