ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmax,prog_ent_xmin,prog_ent_int,prog_ent_grad,tau_conv_prog_precip,eff_dcfl,eff_dcff,cpress_term,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,mparwtr,qlmin,gwd_frc,fbcd,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,dec_thres_cloud,near_neut_z_on_l,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,param_pdf_power,param_pdf_merge_power,c_r_correl,param_aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,a_ratio_exp,a_ratio_fac,starticetkelvin,tice,param_tnuc,allicetdegc0to1,allicetdegc,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,ps_natl_dms_emiss,ps_prim_moc,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,r0,rho_snow_fresh,rmax,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,unload_rate_u,can_clump,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,n_lai_exposed5,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,250,2.423952981,0.438656148,-5.117955337,-3.302396799,-3.172484868,-1.093490951,10895.10333,2.744531322,6.767919227,0.705112622,2.338138822,8.082230507,0.884415332,1.589252762,1.589252762,0.001615606,0.000501882,4.614738403,1.207638671,0.78916133,3.914989394,19.28179412,0.518623938,0.455301191,0.060833156,0.224818186,0.160323191,5.584339724,7.88E-05,1.606740054,14437.67291,0.261148013,1.402069666,0.605826705,0.612574068,2.953238862,0.50829965,0.028409897,0.185239202,0.779341084,1.969698828,4.273656597,3407.43922,1.90E-05,-0.246168018,0.059483998,236.7900459,236.7900459,-36.35995407,0.357437925,-38.3650906,1.018540798,2.542116893,0.766277693,3.682573796,1.648917338,1.667286711,1.332946581,0.670246161,6.254213496,1.001454561,0.10434481,-0.006145305,-0.131764558,22.33588006,65.00916209,51.0474169,1515.627579,2.41E-06,25.50597417,76.55339107,2.98E-06,5.231441201,40.04889136,0.759391449,0.955054073,0.025515734,1.989115068,2.002971363,2.019249171,0.777755689,0.007129877
Experiment,,1,1,251,1.885891254,0.673901237,-4.6484559,-2.723173702,-1.040371791,-0.62951292,22472.03229,1.207101676,3.784496232,0.403180277,1.080805046,6.379670334,0.867677681,1.6777445,1.6777445,0.001723047,0.000609079,1.908859632,2.029269975,1.391007222,3.609977684,27.59018698,0.362447707,0.285407472,0.101826613,0.376315744,0.255963497,1.148575771,0.00022387,1.59519566,17710.59412,0.966954998,0.571584374,0.999211545,0.438128493,2.978856171,1.760832133,0.0239939,0.424712406,0.455387463,1.639379796,9.050362871,2549.244606,0.000896994,-0.277182878,0.049642983,253.9106322,253.9106322,-19.23936776,0.337891225,-28.11321362,1.10643797,2.877169268,0.803335707,0.809425676,0.446908296,1.484510654,1.201357799,1.5644901,5.514040297,0.600821282,0.048625541,0.001757971,-0.15824007,15.9374896,48.57906357,86.29127942,2331.795155,3.82E-06,63.78859079,150.0798702,2.30E-06,7.941492519,30.98260263,0.806601145,0.820973178,0.055703169,4.639005892,0.858292034,2.857963842,0.533492907,0.019000522
Experiment,,1,1,252,2.612633229,0.304450659,-4.822040214,-3.00860396,-3.524968329,-1.272822558,11023.94948,2.483259188,1.920145512,0.581833955,0.92243113,9.347851111,0.517971011,1.191938675,1.191938675,0.001387823,0.000400507,5.142344045,4.375491782,1.820574322,3.268704892,12.01880121,0.832029736,0.188872973,0.303099253,1.120149415,0.234593241,1.225528154,0.000605369,1.270313415,18749.75645,0.491929389,1.752950648,0.485987825,0.720422932,3.018730035,1.110044291,0.021437258,0.275386071,0.066082731,2.229215184,9.881395396,1080.560881,0.000135098,-0.034309846,0.126706596,265.574527,265.574527,-7.575472953,0.860411158,-10.77996573,1.217583893,0.635310621,0.699318588,2.205585978,1.109102665,1.081143714,1.392872169,3.043496053,6.841493769,0.582393107,0.046263993,0.002378343,-0.159076773,22.10764791,51.3667526,111.4753415,1641.238,3.60E-06,70.47679895,181.9521404,1.72E-06,4.127179658,34.1208298,0.723037344,0.731374026,0.051041102,0.500226977,0.941310382,2.392914032,0.495271812,0.008203829
Experiment,,1,1,253,2.362120789,0.417904764,-5.060984392,-2.918039098,-2.229525569,-0.907263489,6839.649602,2.057440206,2.819095185,0.563751221,1.988600649,3.742197392,0.882184617,0.203080454,0.203080454,0.001831232,0.000689777,6.080898913,3.840188361,0.44096817,2.255309646,26.52175977,0.377048887,0.289498616,0.451311914,1.667891857,0.130164581,1.889740998,0.000521273,1.650451403,7381.347035,0.391209195,1.748929883,0.906996545,0.840515533,3.179883028,0.977326596,0.013373847,0.194396058,0.020510521,0.260792681,3.50038295,4744.804569,0.000470172,-0.35404786,0.025253724,262.5937123,262.5937123,-10.5562877,0.39785954,-22.4738561,0.764694697,1.691321291,0.988428155,1.539037327,3.36156532,1.721800441,1.078231459,1.402208414,1.891719225,0.440334073,0.056648198,0.005216809,-0.149831253,15.09943008,47.74046317,96.51131084,2235.051265,2.99E-06,74.25058016,170.761891,2.32E-06,5.097167474,33.01340598,0.752854962,1.737913557,0.083320865,4.703817538,3.596880075,3.463863495,0.668420891,0.007960236
Experiment,,1,1,254,1.531031909,0.367583864,-4.554484076,-2.710509632,-1.342600971,-0.630945862,6162.716996,2.405914025,1.250869505,0.41048414,1.026821722,3.521340757,0.575035749,1.293301933,1.293301933,0.001200722,0.000540491,3.595616137,3.423232647,1.442875516,2.961610244,30.66620204,0.326091897,0.64140205,0.081994903,0.303024641,0.21469015,2.50874857,0.000594679,1.248714167,33028.90141,0.360141209,0.342010469,0.702670346,0.910506599,2.774149539,1.504911363,0.022460343,0.293804617,0.59199725,1.652733497,8.764623801,1455.573094,0.000151956,-0.327133404,0.033793681,242.6790426,242.6790426,-30.47095738,0.05121078,-38.0011509,1.022037734,2.34935509,0.894766279,0.671489907,0.488385396,1.687407591,1.165114383,0.714788171,3.544174159,0.470631388,0.116191967,-0.001226294,-0.11953585,17.57126663,45.7800386,76.76786498,1677.585535,3.78E-06,35.20172636,111.9695913,2.76E-06,4.720274322,37.26733646,0.910614247,0.985440521,0.091968955,4.257165792,2.858511292,1.045155193,0.733878414,0.016286792
Experiment,,1,1,255,2.27291574,0.593015275,-5.30758316,-3.546394859,-2.789695345,-0.953844892,7866.699605,2.86876144,3.024583645,0.443399487,1.46925751,0.544855577,0.854978334,0.742589777,0.742589777,0.001732016,0.000760795,0.655664665,4.602815697,1.687804341,1.992794527,19.21140255,0.520524203,0.380577103,0.325922543,1.204496353,0.087069046,6.10862728,0.000613436,1.641597571,29065.78409,0.983850725,1.139854444,0.824832745,0.206599349,3.241027876,0.856044157,0.023309482,0.285466227,0.083372994,2.315688503,3.882277157,899.9154102,0.00014579,-0.218617245,0.068225858,240.9164961,240.9164961,-32.23350388,0.590067798,-34.61707324,0.937338819,0.248515056,1.098253242,2.892224104,1.885830563,1.340624591,1.345979724,2.894269183,8.438716116,0.42474262,0.048921196,0.003261905,-0.156553717,20.9930987,44.78110538,139.495587,1813.797054,1.25E-06,9.768647003,149.264234,3.13E-06,4.975743047,35.32729245,0.802696753,0.910953809,0.047362355,0.788437914,1.543558637,3.08576851,0.182570225,0.008499604
Experiment,,1,1,256,2.569037126,0.400241377,-4.766932532,-3.542942334,-5.877519903,-1.771906142,13965.60116,1.684425546,6.63302684,0.917981072,1.887885514,2.478367562,0.765022715,1.510346913,1.510346913,0.001196442,0.000254829,5.355041717,1.234652863,2.010632449,2.985648632,11.3484027,0.881181278,0.394666219,0.430314066,1.590291112,0.239368922,3.380227804,0.000701399,1.050956911,8304.899621,0.927737013,1.503987856,0.986502717,0.681275881,3.00269185,0.953754204,0.039997618,0.219501262,0.325602081,2.818518363,5.64797121,2153.679997,0.000111064,-0.291469965,0.04510969,254.8878625,254.8878625,-18.2621375,0.932233264,-19.32602454,1.030448074,2.253082624,0.363249992,2.247906524,0.70272894,0.896505121,0.81018809,0.440055164,1.57270567,0.699663972,0.079757314,0.005771514,-0.135018224,17.07286529,46.62233461,151.4376584,2332.933325,5.18E-06,72.0829915,223.5206499,1.56E-06,8.362982029,31.00631128,0.901889948,1.065026142,0.074471044,2.639129255,3.157413961,1.742458421,0.440315195,0.005278273
Experiment,,1,1,257,2.259494407,0.371873283,-4.936914729,-2.844784226,-2.19482836,-0.902248269,7101.274943,3.189211918,6.896687148,0.075555831,1.319422582,9.240139004,0.835757801,1.890824465,1.890824465,0.001558931,0.000746207,5.884209024,0.767140821,0.266194846,2.005692376,22.15052605,0.451456547,0.714779751,0.306945063,1.134362191,0.141645447,8.348567105,0.000175241,1.15847978,7130.384344,0.603464464,0.150203684,0.36483131,0.156815909,2.781989627,1.193651114,0.025134074,0.502725137,0.099312946,3.304776232,5.976352728,2810.310633,0.000204944,-0.319900289,0.036088748,248.2112805,248.2112805,-24.93871955,0.894460105,-26.22781594,0.924073221,0.847659293,0.669016967,1.875435654,3.1292657,1.681830799,1.190169949,0.751547426,1.163326741,0.556290106,0.069820871,-0.002555887,-0.149476409,21.15367428,63.80109312,128.3327383,1822.727615,2.67E-06,60.37527975,188.7080181,3.27E-06,4.177711196,34.28002464,0.920252605,1.318655066,0.015341719,7.344010219,0.533135568,0.689012412,0.607735169,0.012757162
Experiment,,1,1,258,1.575186916,0.688676912,-4.435706972,-2.947172009,-1.06653713,-0.595558738,15334.25566,3.072244982,1.873757348,0.45068249,1.076838719,6.475868256,0.595400786,1.128413894,1.128413894,0.001455844,0.000157805,4.18323573,8.349889239,1.654183595,2.115921915,5.384454456,1.857198363,0.234914887,0.123151899,0.455126582,0.073535589,3.251010615,0.000187731,1.873105557,14574.43127,0.197255513,0.372099833,0.093364703,0.140876295,2.769309901,1.228617783,0.046651411,0.315529466,0.272397493,1.061243085,2.446856616,1905.113769,0.000164666,-0.284791137,0.047228882,252.7584044,252.7584044,-20.3915956,0.451927131,-27.04490688,1.08985258,3.811394507,1.210529229,0.909231659,1.066220967,1.540017772,0.932824722,0.992842567,5.275170933,0.96129697,0.046307861,0.004017683,-0.157410367,20.71285906,55.20684176,121.4901881,1629.115598,4.34E-06,64.35410513,185.8442932,2.38E-06,6.358982324,36.17843712,0.724895065,1.061935412,0.095378144,4.234739581,2.968929962,3.662420763,0.492164469,0.009953047
Experiment,,1,1,259,2.190130733,0.429223752,-5.076848543,-2.689464534,-1.55449435,-0.737588496,8590.183004,2.25084082,2.642180392,0.551721866,1.479386833,9.272369046,0.336126551,1.426201002,1.426201002,0.001924396,0.000627875,3.121956508,5.995591971,0.329154592,2.042467969,9.764955335,1.024070224,0.009894938,0.129562637,0.47881844,0.131695955,4.093200076,0.00074591,1.753982891,17230.97216,0.51729999,0.366274299,0.438838518,0.852853226,2.979939805,1.254449085,0.037598493,0.18653832,0.097792132,1.272288859,9.576219775,3928.978899,0.000118414,-0.369214131,0.020441466,261.5526375,261.5526375,-11.59736255,0.151901149,-29.47243386,1.186813455,0.915740915,0.924933613,1.489063894,1.17021949,1.127356903,1.640916683,1.480499583,3.34858912,0.763491012,0.11264478,0.002647046,-0.117851125,18.80621982,45.89253557,84.80525396,2046.773603,4.74E-06,59.48975691,144.2950109,1.78E-06,8.446675644,34.18327292,0.866645342,0.690978148,0.104610267,1.45736652,3.106192678,1.612851388,0.044619852,0.011733303
Experiment,,1,1,260,2.408527103,0.388100751,-5.3128306,-2.798733953,-1.861071269,-0.803639094,6080.001627,0.969451719,4.545746797,0.51993585,0.589238045,6.710027762,0.866607936,0.776334888,0.776334888,0.001236111,0.000887656,2.095826749,8.709516936,1.375939925,3.981331866,4.852993786,2.060583722,0.350388311,0.403462043,1.491055377,0.095916078,1.592803837,0.000527937,1.592080171,20315.07879,0.582220451,1.011361456,0.518316848,0.881777463,2.735186005,1.30313685,0.026914497,0.174164321,0.894818283,0.953903598,6.446301478,1249.951725,0.000590621,-0.314207797,0.037894976,238.2784334,238.2784334,-34.87156662,0.82325309,-36.12061979,1.120722754,1.906987362,0.907238333,1.506719334,2.497435748,1.334224602,1.331529053,1.927311532,4.962791171,0.714218184,0.078683815,0.004575403,-0.136876684,15.60143784,64.12913988,126.0916405,1923.487112,3.55E-06,43.23770699,169.3293475,2.31E-06,3.05904164,35.7719021,0.955071474,1.054130479,0.066642619,0.774223858,2.685833243,3.443627709,0.092686682,0.013407965
Experiment,,1,1,261,2.524096256,0.547146894,-5.228608649,-3.289741753,-2.807210682,-1.01964161,8032.42191,3.266398858,2.092730942,0.041736667,1.044801454,5.659857335,0.716059499,0.991108851,0.991108851,0.001484857,0.00049983,1.164404544,1.834197205,1.120425994,3.370823798,27.95071814,0.357772561,0.964760354,0.030339793,0.112125323,0.315494712,2.17809668,0.000520707,1.23919299,4767.35918,0.867421358,0.70579024,0.711033415,0.806258549,2.548329235,0.903820247,0.014441155,0.213371515,0.249719613,3.075287498,6.806111156,1771.29911,0.000795427,-0.23259952,0.063789282,265.3030858,265.3030858,-7.846914199,0.943748977,-9.179354917,1.331856767,0.331870754,1.074848619,3.758133636,0.534942463,1.153692007,1.662925467,0.960540218,0.206194747,0.989345313,0.115575583,-0.005966319,-0.124656185,15.56079805,52.11683645,141.4541846,1790.4257,2.45E-06,56.67343672,198.1276213,3.93E-06,3.518547852,27.07564925,0.672107633,0.998247796,0.096839789,5.916001006,2.341297235,0.485316528,0.142729916,0.012005105
Experiment,,1,1,262,1.650529791,0.643313489,-4.673543907,-2.671086548,-0.7002167,-0.502990137,21152.39455,2.520284258,7.386865573,0.242632459,1.905239105,1.598261738,0.879423643,0.790321145,0.790321145,0.001458191,0.000183954,4.718098049,5.803817002,0.138478598,3.074194913,31.67792859,0.315677206,0.756406405,0.127494609,0.471175729,0.163686955,4.632064073,0.0006596,1.024205535,21634.22178,0.875228705,1.93627403,0.868460032,0.42257001,2.885531863,2.741309954,0.044853238,0.151235198,0.635213442,3.26043456,10.25447123,5322.007694,0.00057569,-0.346563786,0.027628421,246.1060035,246.1060035,-27.04399647,0.09133726,-36.25796979,1.426489135,1.78706345,1.180595787,0.83319623,2.316065505,0.821599174,0.687424445,0.632075674,3.377076475,0.81171342,0.037356823,-0.001173482,-0.168124322,22.36300923,49.66684498,109.4413997,1839.618361,2.29E-06,22.29977733,131.741177,1.80E-06,5.972152246,30.78130718,0.800695689,1.598170262,0.106995303,6.040972994,0.789620648,2.847214955,0.628556851,0.013131988
Experiment,,1,1,263,2.796893728,0.658882143,-4.761314805,-3.394264754,-4.649612131,-1.563959991,17668.31143,3.082942468,5.588809903,0.924833105,0.628594552,9.774907271,0.539615705,0.823077374,0.823077374,0.001851337,0.000114075,1.235927835,3.563453092,0.62944694,1.459620215,47.6836081,0.209715674,0.527384409,0.043691985,0.161470378,0.09153383,2.294660512,0.000275875,1.908107279,25201.01575,0.132956728,0.804270587,0.126157975,0.194413081,3.084191682,1.050978459,0.013094616,0.327805989,0.616517556,1.362426639,4.585751688,1531.403924,0.000223155,-0.347760941,0.027248563,250.9347544,250.9347544,-22.21524565,0.141281131,-33.46637301,1.418784652,2.171108662,0.995254424,3.442228358,1.983203911,1.460041832,0.990980878,1.127387672,3.521490195,0.809327746,0.109954161,0.00630004,-0.115858243,22.59284734,50.83783827,111.2089848,1648.241783,4.65E-06,20.28399404,131.4929788,2.62E-06,4.873058628,36.35656814,0.689891622,2.053179967,0.066884035,2.38954167,1.472856845,2.189438289,0.147096667,0.006282791
Experiment,,1,1,264,2.074112481,0.569315888,-4.746894121,-2.654785136,-1.340198223,-0.719272564,11791.95645,1.578930296,5.489630366,0.007776363,0.689116432,5.78426728,0.907746379,0.491781197,0.491781197,0.001663996,0.000920917,1.703496936,1.219701588,2.081195626,1.515595376,22.35516948,0.447323828,0.288033198,0.098373342,0.363553654,0.165720356,2.394152282,4.22E-05,1.324932542,11538.58716,0.733510519,0.703178115,0.464795088,0.609807443,2.846561235,1.598986156,0.012767385,0.204011157,0.810690054,1.712346331,6.941245863,2119.822222,0.000487696,-0.273980287,0.050659165,262.8607649,262.8607649,-10.28923512,0.174702235,-28.30472335,0.639518383,0.430853868,0.775886898,2.169137748,1.313787493,1.744035726,1.480867963,3.26588382,2.299161501,0.93357481,0.035801597,0.002894702,-0.165015713,17.34508904,64.63783782,124.6930281,2329.787905,3.38E-06,41.71855975,166.4115878,1.70E-06,3.887568226,40.87324521,0.844802963,0.851849051,0.053112367,6.845154872,2.314763023,0.82877295,0.765082131,0.015634869
Experiment,,1,1,265,2.203945437,0.556450607,-5.264922865,-3.116084998,-1.832623974,-0.766691083,16455.45806,3.508809173,3.982370891,0.421312153,0.996000005,9.650338579,0.743673088,1.537845146,1.537845146,0.001700989,0.0006124,5.965524839,8.274927373,0.861833678,1.40059306,12.45070018,0.803167682,0.476191649,0.425653258,1.573066388,0.182397837,2.664985388,0.000371937,1.073502175,18546.88394,0.41879035,0.081931387,0.452869844,0.427020725,2.455872499,1.866768645,0.04178873,0.244736148,0.351003503,1.737074587,8.420352326,3077.187732,0.000641751,-0.366933691,0.02116505,266.4582374,266.4582374,-6.691762594,0.01125375,-36.76567664,0.919556038,0.872143636,0.476297008,1.721170965,1.405112142,0.830235333,1.122071778,1.340327259,2.786018078,0.452767611,0.057697409,0.002064926,-0.152335773,15.40329159,57.64616406,98.98776743,1770.297609,4.08E-06,61.67709294,160.6648604,1.85E-06,5.88342518,37.95436285,0.941097906,1.042452899,0.038943435,3.085775633,0.455951997,2.602692706,0.362440131,0.015339314
Experiment,,1,1,266,2.148104245,0.649944537,-5.206256742,-2.760103262,-1.040495385,-0.612455318,10718.29524,2.372744161,2.705042291,0.661280559,1.951064242,1.410242591,0.663631782,0.860784465,0.860784465,0.001250393,0.000362577,1.600068921,5.316346083,1.61259879,3.128833632,8.585022307,1.164819338,0.694416248,0.395399527,1.461259121,0.222265153,6.398767829,0.000293066,1.795209394,18857.69093,0.334053237,0.209067078,0.435305094,0.580935066,2.817023919,1.213756244,0.015507367,0.253174208,0.360462471,2.163223725,8.446737178,2839.377619,0.000598834,-0.334567712,0.031434775,243.0867326,243.0867326,-30.06326742,0.497012442,-33.47528751,1.088775823,1.195434384,0.811019314,2.633709282,0.853177739,1.697038915,1.478376679,3.042923324,0.714021445,0.505684184,0.077948355,0.005094125,-0.13681174,16.03198604,56.94513529,139.9262671,1964.626941,5.10E-06,28.76268511,168.6889522,2.19E-06,5.032020376,36.23881786,0.733100567,1.482610991,0.074294412,4.514268567,0.983728355,0.874295497,0.54330449,0.011499367
Experiment,,1,1,267,2.911679767,0.412624435,-5.33332041,-3.518412295,-4.432087497,-1.376959699,10672.80186,4.221444231,1.344171441,0.360828736,1.50807209,4.573680967,0.805930782,1.481594641,1.481594641,0.001189672,0.000220712,2.385846409,2.811857215,2.007523554,1.245071262,15.72865733,0.635782177,0.880924364,0.280099694,1.035151041,0.213861363,6.023510357,0.000100136,1.369699991,36950.61369,0.304279178,0.391224574,0.068655124,0.405271226,2.499447572,1.137017068,0.030648309,0.432899613,0.182407237,2.000904101,6.216563656,969.2701447,0.000405953,-0.272291707,0.051194951,258.2592582,258.2592582,-14.89074183,0.668664125,-20.04705367,0.672045409,1.066124623,0.777892884,1.809511623,2.36189508,1.002572858,1.236623974,0.608908657,1.555018853,0.608843475,0.116001648,0.006167965,-0.112259018,22.00686572,43.14478574,112.5984652,2194.096466,6.90E-06,40.02470609,152.6231713,3.37E-06,4.659469902,40.49501983,0.774715584,1.307494212,0.042274219,5.000827159,0.554919044,0.799833927,0.070560361,0.013029118
Experiment,,1,1,268,2.127915425,0.341525568,-5.145478789,-3.388689634,-3.104261181,-1.01684932,9712.717725,1.003647864,7.317456682,0.701751291,2.244734806,11.09220447,0.876897792,1.27113836,1.27113836,0.001545409,0.000474798,0.886534491,5.182098069,0.169320981,1.394615329,7.541720191,1.32595744,0.332445751,0.282623964,1.044479869,0.264831256,1.277998697,6.10E-05,1.080601136,15665.47751,0.859686167,0.86838419,0.293795274,0.702097667,2.562028333,0.877621286,0.024544116,0.299864581,0.80410786,1.646116721,3.027802094,1802.2058,0.000104335,-0.065347976,0.116858197,261.5719682,261.5719682,-11.57803177,0.209446565,-27.6314607,1.277190958,0.675070266,1.428611566,0.504743515,1.726173748,1.617676253,1.030136863,2.112030185,6.641802709,0.928453925,0.0416826,-0.003900375,-0.16818221,17.42646867,53.38701644,94.15458779,1684.711086,3.56E-06,19.04399796,113.1985858,3.40E-06,3.33611005,36.53118355,0.848196557,1.231051135,0.050773914,1.344670663,1.81373022,1.445447186,0.718823351,0.011858565
Experiment,,1,1,269,2.422352348,0.543566025,-4.52017119,-2.943362848,-2.963486618,-1.191512166,24858.65134,2.136348925,1.295936829,0.745111227,2.851545947,2.16063183,0.682346938,0.917391082,0.917391082,0.001116863,0.000918496,3.063588387,6.07363516,2.187084044,2.270199678,18.42173552,0.542837019,0.569730725,0.290875715,1.07497547,0.153517662,0.856002993,0.000633014,1.117215574,7545.612909,0.04224565,1.581946964,0.099548626,0.250870883,2.348065542,1.44206092,0.015371187,0.214858326,0.343313123,2.282304356,6.17187249,1488.744745,0.000776771,-0.239644037,0.061554057,251.3884317,251.3884317,-21.76156828,0.635825035,-25.76479381,0.973676481,0.80893067,1.034647872,1.308365069,2.339932655,0.80517557,1.704436979,1.718612403,3.191904161,0.516551494,0.104137138,-0.000806854,-0.12655424,20.23157886,60.7647884,77.55654436,1955.967946,2.85E-06,20.5583421,98.11488645,1.61E-06,5.478469102,30.34456664,0.765533088,1.357544961,0.083882425,5.59446173,2.736438592,0.554597592,0.743838567,0.006761246
Experiment,,1,1,270,2.964482632,0.611880517,-4.558808907,-2.810845927,-3.171267151,-1.345910721,8700.790285,2.879158623,2.23390534,0.763449038,1.442336602,4.881541852,0.688094629,1.669713801,1.669713801,0.001465711,0.000351116,3.290485463,1.294006159,0.866425921,3.015541314,17.53860191,0.570170875,0.170580701,0.181762907,0.671732481,0.182003121,1.609479219,0.000148253,1.967428934,9592.708498,0.368881923,0.607904793,0.320402462,0.499176704,3.016756349,1.204576159,0.041215813,0.147737807,0.16047245,2.749599685,5.389436066,4306.774392,0.000623365,-0.196146348,0.075355874,244.4011738,244.4011738,-28.74882619,0.018682039,-38.54894453,0.781875127,1.605929049,0.75968835,0.48495983,0.781522622,0.712744601,1.143669526,2.247361141,1.853035853,0.992287119,0.03245435,0.001663263,-0.168312403,22.49618113,54.7103426,78.54389995,1961.747469,1.64E-06,62.09729875,140.6411987,1.68E-06,5.189909407,36.96694966,0.734320701,1.205465401,0.063840576,3.753881612,1.492849306,3.605311224,0.016990731,0.009510566
Experiment,,1,1,271,2.788454682,0.376197359,-4.421820033,-3.137252191,-5.515168848,-1.877874601,23617.69713,1.800687036,2.134711133,0.116729876,0.229972744,1.7466301,0.723585184,1.453642583,1.453642583,0.001412705,0.000327181,5.253483336,2.372019775,2.044196086,1.665259922,14.08033548,0.710210351,0.159161684,0.281006292,1.038501513,0.19533146,1.193308626,0.000287161,1.634967539,19695.57158,0.201936431,1.058937442,0.808073422,0.799990768,2.952062103,1.097214543,0.01641755,0.159454996,0.066050119,2.208497237,5.781486517,1881.846886,0.000100541,-0.062664792,0.117709571,248.1226075,248.1226075,-25.02739254,0.424931018,-30.56734449,0.801368279,2.151076122,0.761713694,1.300574974,1.121004568,1.263868672,0.643371515,2.61621035,1.030107044,0.630678675,0.051177786,-0.001971691,-0.160394997,14.28145783,50.59878687,77.34068267,2213.982528,3.68E-06,33.94811965,111.2888023,2.54E-06,7.935306249,32.00649912,0.714833496,0.923049771,0.03175677,3.355319013,3.758878805,3.574666281,0.662931831,0.012148338
Experiment,,1,1,272,2.552947844,0.319568932,-4.665810013,-3.176283878,-4.442915771,-1.499388873,24050.81657,3.31721029,4.273483815,0.124011604,1.919952245,10.9160868,0.640399141,0.188035548,0.188035548,0.001451972,0.000175486,1.497934542,9.35425789,0.800298039,3.207411087,25.77633583,0.387952736,0.212875575,0.371172844,1.371725728,0.207481931,2.255772778,0.000159003,1.674582048,25588.7305,0.184666665,1.273255332,0.594213954,0.725590286,2.703110237,0.961770557,0.024167916,0.263068536,0.680624132,1.23970939,3.280064982,4925.933589,0.000341877,-0.307786352,0.039932501,257.9948127,257.9948127,-15.15518727,0.39054947,-24.88965401,1.263766885,1.294185361,0.428341047,3.302661147,0.771155267,1.756790097,1.221068804,2.45932216,0.745969825,0.477511757,0.044151858,0.006099167,-0.156659136,17.77798512,50.11740047,98.08019067,2183.774444,1.92E-06,29.10927101,127.1894617,2.20E-06,7.978142167,37.32636376,0.743997165,0.566623726,0.079554901,1.786289591,1.331254939,2.295719811,0.388415242,0.006912394
Experiment,,1,1,273,2.85804831,0.691680429,-4.962035831,-3.267790238,-3.486719587,-1.278662249,8992.449545,2.206788772,2.727931888,0.557164333,0.906629356,2.905225992,0.416849586,0.836905817,0.836905817,0.001174541,0.000552915,2.850213669,0.939185192,0.367820546,2.703696634,32.8255421,0.304640818,0.629482883,0.1801732,0.665857477,0.10309599,4.998420766,0.0003596,1.089149351,18020.90242,0.949826102,1.648742107,0.414093068,0.572205176,2.758975423,0.750324514,0.006294357,0.255214438,0.305969987,1.822537073,5.488830392,3610.708524,0.000149959,-0.323767946,0.034861541,246.9555332,246.9555332,-26.19446676,0.866869588,-27.65270095,1.213000258,4.222035141,0.333756816,0.719434036,1.58119093,1.894692525,1.748906034,1.607630509,5.34493855,1.003875396,0.053634286,0.001048906,-0.15585874,19.48950178,51.20178897,85.87917752,2210.308954,1.13E-06,16.07169277,101.9508703,3.56E-06,4.80132267,38.02909851,0.751812755,0.867584259,0.059315916,6.578798158,1.726651494,3.634377061,0.732641491,0.010721818
Experiment,,1,1,274,2.495082858,0.50912032,-4.546211668,-3.534130995,-6.425753497,-1.962257151,15663.98978,2.567677369,1.751184766,0.064570524,1.859305517,2.87304523,0.92238482,1.519844888,1.519844888,0.00136411,0.000728826,5.562366335,2.607414863,0.204935045,2.282954051,39.55445191,0.252816043,0.649901182,0.339523105,1.254759301,0.173321364,1.900592261,0.000430714,1.659881788,28136.39413,0.571566706,0.992975812,0.26413651,0.310834653,2.889328445,0.598137442,0.044241252,0.244484793,0.041897864,3.172360761,3.336068697,1186.967175,0.000161366,-0.15567212,0.088198346,239.5080449,239.5080449,-33.64195515,0.060067755,-38.63999381,0.746301901,2.864480073,1.567528433,0.762213501,2.041768556,0.77366682,0.854462703,3.145817277,4.738252658,0.659006179,0.032590109,0.001550475,-0.168341428,23.26744943,55.05732356,69.45821214,1986.665061,4.48E-06,66.99752436,136.4557365,4.16E-06,4.721200447,39.62631465,0.708141666,1.335554463,0.041439435,3.659640938,2.109938836,2.999949872,0.303649458,0.009288883
